id,name,type,path,description,real_time_cluster,audience_size_lower_bound,audience_size_upper_bound
6017253511583,Facebook access (network type): 3G,behaviors,"['Mobile Device User', 'Network Connection', 'Facebook access (network type): 3G']",People who primarily access Facebook using a 3G network,False,89313949,105033205
6017253531383,Facebook access (network type): 4G,behaviors,"['Mobile Device User', 'Network Connection', 'Facebook access (network type): 4G']",People who primarily access Facebook using a 4G network,False,793673838,933360434
6017535283383,Owns: LG G3,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'LG', 'Owns: LG G3']",People who are likely to own an LG G3 mobile device,False,40146,47212
6017831560783,Owns: iPhone 6 Plus,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'Apple', 'Owns: iPhone 6 Plus']",People who are likely to own an Apple iPhone 6 Plus mobile device,False,1023225,1203313
6017831572183,Owns: iPhone 6,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'Apple', 'Owns: iPhone 6']",People who are likely to own an iPhone 6 mobile device,False,2114892,2487113
6018413514983,Anniversary (within 61-90 days),behaviors,"['Anniversary', 'Anniversary (within 61-90 days)']",People with an anniversary in 61-90 days,False,7504102,8824825
6018796980983,Lived in Kenya (Formerly Expats - Kenya),behaviors,"['Expats', 'Lived in Kenya (Formerly Expats - Kenya)']",People who used to live in Kenya who now live abroad,False,1671450,1965626
6018797004183,Lived in Nigeria (Formerly Expats - Nigeria),behaviors,"['Expats', 'Lived in Nigeria (Formerly Expats - Nigeria)']",People who used to live in Nigeria who now live abroad,False,2762995,3249283
6018797036783,Lived in Cameroon (Formerly Expats - Cameroon),behaviors,"['Expats', 'Lived in Cameroon (Formerly Expats - Cameroon)']",People who used to live in Cameroon who now live abroad,False,523912,616121
6018797091183,Lived in Philippines (Formerly Expats - Philippines),behaviors,"['Expats', 'Lived in Philippines (Formerly Expats - Philippines)']",People who used to live in the Philippines who now live abroad,False,11247227,13226740
6018797127383,Lived in Cuba (Formerly Expats - Cuba),behaviors,"['Expats', 'Lived in Cuba (Formerly Expats - Cuba)']",People who used to live in Cuba who now live abroad,False,1860022,2187386
6018797165983,Lived in Ethiopia (Formerly Expats - Ethiopia),behaviors,"['Expats', 'Lived in Ethiopia (Formerly Expats - Ethiopia)']",People who used to live in Ethiopia who now live abroad,False,1107051,1301892
6018797373783,Lived in Haiti (Formerly Expats - Haiti),behaviors,"['Expats', 'Lived in Haiti (Formerly Expats - Haiti)']",People who used to live in Haiti who now live abroad,False,1661573,1954011
6018995113183,Owns: iPad Air 2,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'Apple', 'Owns: iPad Air 2']",People who are likely to own an iPad Air 2 mobile device,False,1469970,1728685
6019221024783,Played Canvas games (yesterday),behaviors,"['Digital activities', 'Canvas Gaming', 'Played Canvas games (yesterday)']",People who played a Canvas game yesterday,False,1828369,2150162
6019221038183,Played Canvas games (last 7 days),behaviors,"['Digital activities', 'Canvas Gaming', 'Played Canvas games (last 7 days)']",People who played a Canvas game in the last 7 days,False,2644920,3110426
6019221046583,Played Canvas games (last 14 days),behaviors,"['Digital activities', 'Canvas Gaming', 'Played Canvas games (last 14 days)']",People who played a Canvas game in the last 14 days,False,3065573,3605115
6019098117583,Owns: iPad Mini 3,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'Apple', 'Owns: iPad Mini 3']",People who are likely to own an iPad Mini 3 mobile device,False,95813,112677
6019098214783,Owns: Galaxy Note 4,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'Samsung', 'Owns: Galaxy Note 4']",People who are likely to own a Galaxy Note 4 mobile device,False,182943,215141
6019164544783,Owns: Karbonn,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'Owns: Karbonn']",People who are likely to own a Karbonn mobile device,False,78543,92367
6019164586183,Owns: Micromax,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'Owns: Micromax']",People who are likely to own a Micromax mobile device,False,342128,402343
6019164630583,Owns: Xiaomi,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'Owns: Xiaomi']",People who are likely to own a Xiaomi mobile device,False,17824294,20961370
6019246164583,Played Canvas games (last 3 days),behaviors,"['Digital activities', 'Canvas Gaming', 'Played Canvas games (last 3 days)']",People who played a Canvas game in the last 3 days,False,2261472,2659492
6019366943583,Lived in Spain (Formerly Expats - Spain),behaviors,"['Expats', 'Lived in Spain (Formerly Expats - Spain)']",People who used to live in Spain who now live abroad,False,1756000,2065057
6019367014383,Lived in France (Formerly Expats - France),behaviors,"['Expats', 'Lived in France (Formerly Expats - France)']",People who used to live in France who now live abroad,False,3101248,3647068
6019367052983,Lived in Germany (Formerly Expats - Germany),behaviors,"['Expats', 'Lived in Germany (Formerly Expats - Germany)']",People who used to live in Germany who now live abroad,False,1633224,1920672
6019377644783,Lived in Switzerland (Formerly Expats - Switzerland),behaviors,"['Expats', 'Lived in Switzerland (Formerly Expats - Switzerland)']",People who used to live in Switzerland who now live abroad,False,316251,371912
6019396649183,Lived in United States (Formerly Expats - United States),behaviors,"['Expats', 'Lived in United States (Formerly Expats - United States)']",People who used to live in the United States who now live abroad,False,19765350,23244052
6019396657183,Lived in Poland (Formerly Expats - Poland),behaviors,"['Expats', 'Lived in Poland (Formerly Expats - Poland)']",People who used to live in Poland who now live abroad,False,1437816,1690872
6019396654583,Lived in Italy (Formerly Expats - Italy),behaviors,"['Expats', 'Lived in Italy (Formerly Expats - Italy)']",People who used to live in Italy who now live abroad,False,1810020,2128584
6019396650783,Lived in Ireland (Formerly Expats - Ireland),behaviors,"['Expats', 'Lived in Ireland (Formerly Expats - Ireland)']",People who used to live in Ireland who now live abroad,False,293278,344895
6019396638383,Lived in Hungary (Formerly Expats - Hungary),behaviors,"['Expats', 'Lived in Hungary (Formerly Expats - Hungary)']",People who used to live in Hungary who now live abroad,False,346372,407334
6019396764183,Lived in Canada (Formerly Expats - Canada),behaviors,"['Expats', 'Lived in Canada (Formerly Expats - Canada)']",People who used to live in Canada who now live abroad,False,1358922,1598093
6019452369983,Lived in China (Formerly Expats - China),behaviors,"['Expats', 'Lived in China (Formerly Expats - China)']",People who used to live in China who now live abroad,False,2187568,2572581
6019520122583,Lived in Puerto Rico (Formerly Expats - Puerto Rico),behaviors,"['Expats', 'Lived in Puerto Rico (Formerly Expats - Puerto Rico)']",People who used to live in Puerto Rico who now live abroad,False,1166543,1371855
6019564340583,Lived in Brazil (Formerly Expats - Brazil),behaviors,"['Expats', 'Lived in Brazil (Formerly Expats - Brazil)']",People who used to live in Brazil who now live abroad,False,4450656,5233972
6019564344583,Lived in Indonesia (Formerly Expats - Indonesia),behaviors,"['Expats', 'Lived in Indonesia (Formerly Expats - Indonesia)']",People who used to live in Indonesia who now live abroad,False,5253813,6178485
6019564383383,Lived in South Africa (Formerly Expats - South Africa),behaviors,"['Expats', 'Lived in South Africa (Formerly Expats - South Africa)']",People who used to live in South Africa who now live abroad,False,1441545,1695258
6019673233983,Lived in Zimbabwe (Formerly Expats - Zimbabwe),behaviors,"['Expats', 'Lived in Zimbabwe (Formerly Expats - Zimbabwe)']",People who used to live in Zimbabwe who now live abroad,False,924071,1086708
6019673448383,Lived in Ghana (Formerly Expats - Ghana),behaviors,"['Expats', 'Lived in Ghana (Formerly Expats - Ghana)']",People who used to live in Ghana who now live abroad,False,809780,952302
6019673501783,Lived in Uganda (Formerly Expats - Uganda),behaviors,"['Expats', 'Lived in Uganda (Formerly Expats - Uganda)']",People who used to live in Uganda who now live abroad,False,669951,787863
6019673525983,Lived in Colombia (Formerly Expats - Colombia),behaviors,"['Expats', 'Lived in Colombia (Formerly Expats - Colombia)']",People who used to live in Colombia who now live abroad,False,3066248,3605908
6019673762183,Lived in Dominican Republic (Formerly Expats - Dominican Republic),behaviors,"['Expats', 'Lived in Dominican Republic (Formerly Expats - Dominican Republic)']",People who used to live in the Dominican Republic who now live abroad,False,1475159,1734788
6019673777983,Lived in El Salvador (Formerly Expats - El Salvador),behaviors,"['Expats', 'Lived in El Salvador (Formerly Expats - El Salvador)']",People who used to live in El Salvador who now live abroad,False,1542546,1814035
6019673808383,Lived in Guatemala (Formerly Expats - Guatemala),behaviors,"['Expats', 'Lived in Guatemala (Formerly Expats - Guatemala)']",People who used to live in Guatemala who now live abroad,False,2357823,2772800
6020530139383,Travel & Tourism page admins,behaviors,"['Digital activities', 'Facebook page admins', 'Travel & Tourism page admins']",People who are an admin of a Travel & Tourism page on Facebook,False,19856111,23350787
6020530156983,Sports page admins,behaviors,"['Digital activities', 'Facebook page admins', 'Sports page admins']",People who are an admin of a Sports page on Facebook,False,8108734,9535872
6020530250383,Retail page admins,behaviors,"['Digital activities', 'Facebook page admins', 'Retail page admins']",People who are an admin of a Retail page on Facebook,False,11531920,13561539
6020568271383,Health & Beauty page admins,behaviors,"['Digital activities', 'Facebook page admins', 'Health & Beauty page admins']",People who are an admin of a Health & Beauty page on Facebook,False,18742715,22041433
6020530269183,Food & Restaurant page admins,behaviors,"['Digital activities', 'Facebook page admins', 'Food & Restaurant page admins']",People who are an admin of a food & restaurant page on Facebook,False,2119977,2493093
6020530280983,Community & Club page admins,behaviors,"['Digital activities', 'Facebook page admins', 'Community & Club page admins']",People who are an admin of a Community & Club page on Facebook,False,15862640,18654465
6020530281783,Business page admins,behaviors,"['Digital activities', 'Facebook page admins', 'Business page admins']",People who are an admin of a Business page on Facebook,False,41837921,49201396
6021354152983,Lived in UK (Formerly Expats - UK),behaviors,"['Expats', 'Lived in UK (Formerly Expats - UK)']",People who used to live in the United Kingdom who now live abroad,False,5427851,6383153
6021354857783,Lived in Australia (Formerly Expats - Australia),behaviors,"['Expats', 'Lived in Australia (Formerly Expats - Australia)']",People who used to live in Australia who now live abroad,False,1421774,1672007
6021354882783,Lived in Portugal (Formerly Expats - Portugal),behaviors,"['Expats', 'Lived in Portugal (Formerly Expats - Portugal)']",People who used to live in Portugal who now live abroad,False,1045680,1229720
6022430911783,Owns: Xperia Z3,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'Sony', 'Owns: Xperia Z3']",People who are likely to own a Sony Xperia Z3,False,18180,21380
6022788483583,Frequent international travelers,behaviors,"['Travel', 'Frequent international travelers']",People who have traveled abroad more than once in the past 6 months,False,669515729,787350498
6023287351383,Lived in Estonia (Formerly Expats - Estonia),behaviors,"['Expats', 'Lived in Estonia (Formerly Expats - Estonia)']",People who used to live in Estonia who now live abroad,False,83392,98069
6023287459983,Lived in Norway (Formerly Expats - Norway),behaviors,"['Expats', 'Lived in Norway (Formerly Expats - Norway)']",People who used to live in Norway who now live abroad,False,191107,224743
6023287455983,Lived in Denmark (Formerly Expats - Denmark),behaviors,"['Expats', 'Lived in Denmark (Formerly Expats - Denmark)']",People who used to live in Denmark who now live abroad,False,131131,154211
6023287438783,Lived in Czech Republic (Formerly Expats - Czech Republic),behaviors,"['Expats', 'Lived in Czech Republic (Formerly Expats - Czech Republic)']",People who used to live in Czech Republic who now live abroad,False,214187,251884
6023287397383,Lived in Sweden (Formerly Expats - Sweden),behaviors,"['Expats', 'Lived in Sweden (Formerly Expats - Sweden)']",People who used to live in Sweden who now live abroad,False,283587,333499
6023287393783,Lived in Netherlands (Formerly Expats - Netherlands),behaviors,"['Expats', 'Lived in Netherlands (Formerly Expats - Netherlands)']",People who used to live in The Netherlands who now live abroad,False,462096,543425
6023356562783,Lived in Bangladesh (Formerly Expats - Bangladesh),behaviors,"['Expats', 'Lived in Bangladesh (Formerly Expats - Bangladesh)']",People who used to live in Bangladesh who now live abroad,False,7153090,8412035
6023356926183,Lived in Tanzania (Formerly Expats - Tanzania),behaviors,"['Expats', 'Lived in Tanzania (Formerly Expats - Tanzania)']",People who used to live in Tanzania who now live abroad,False,550886,647843
6023356955383,Lived in Nepal (Formerly Expats - Nepal),behaviors,"['Expats', 'Lived in Nepal (Formerly Expats - Nepal)']",People who used to live in Nepal who now live abroad,False,4056507,4770453
6023356956983,Lived in Jamaica (Formerly Expats - Jamaica),behaviors,"['Expats', 'Lived in Jamaica (Formerly Expats - Jamaica)']",People who used to live in Jamaica who now live abroad,False,723665,851031
6023356966183,Lived in Thailand (Formerly Expats - Thailand),behaviors,"['Expats', 'Lived in Thailand (Formerly Expats - Thailand)']",People who used to live in Thailand who now live abroad,False,2089666,2457448
6023356986383,Lived in Sierra Leone (Formerly Expats - Sierra Leone),behaviors,"['Expats', 'Lived in Sierra Leone (Formerly Expats - Sierra Leone)']",People who used to live in Sierra Leone who now live abroad,False,238563,280551
6023357000583,Lived in Senegal (Formerly Expats - Senegal),behaviors,"['Expats', 'Lived in Senegal (Formerly Expats - Senegal)']",People who used to live in Senegal who now live abroad,False,482636,567581
6023422105983,Lived in Ivory Coast (Formerly Expats - Ivory Coast),behaviors,"['Expats', 'Lived in Ivory Coast (Formerly Expats - Ivory Coast)']",People who used to live in Côte d'Ivoire who now live abroad,False,610729,718218
6023460563383,Owns: Alcatel,behaviors,"['Mobile Device User', 'All Mobile Devices by Brand', 'Owns: Alcatel']",People who are likely to own an Alcatel mobile device,False,3040578,3575720
